run,type,module,name,attrname,attrvalue,value,count,sumweights,mean,stddev,min,max,binedges,binvalues
General-0-20241024-07:45:52-5894,runattr,,,configname,General,,,,,,,,,
General-0-20241024-07:45:52-5894,runattr,,,datetime,20241024-07:45:52,,,,,,,,,
General-0-20241024-07:45:52-5894,runattr,,,experiment,General,,,,,,,,,
General-0-20241024-07:45:52-5894,runattr,,,inifile,omnetpp.ini,,,,,,,,,
General-0-20241024-07:45:52-5894,runattr,,,iterationvars,"$size=5, $k=12, $m=6, $dav=200, $cav=300",,,,,,,,,
General-0-20241024-07:45:52-5894,runattr,,,iterationvarsf,"size=5,k=12,m=6,dav=200,cav=300-",,,,,,,,,
General-0-20241024-07:45:52-5894,runattr,,,measurement,"$size=5, $k=12, $m=6, $dav=200, $cav=300",,,,,,,,,
General-0-20241024-07:45:52-5894,runattr,,,network,AvswuScenario,,,,,,,,,
General-0-20241024-07:45:52-5894,runattr,,,processid,5894,,,,,,,,,
General-0-20241024-07:45:52-5894,runattr,,,repetition,0,,,,,,,,,
General-0-20241024-07:45:52-5894,runattr,,,replication,#0,,,,,,,,,
General-0-20241024-07:45:52-5894,runattr,,,resultdir,results,,,,,,,,,
General-0-20241024-07:45:52-5894,runattr,,,runnumber,0,,,,,,,,,
General-0-20241024-07:45:52-5894,runattr,,,seedset,0,,,,,,,,,
General-0-20241024-07:45:52-5894,itervar,,,cav,300,,,,,,,,,
General-0-20241024-07:45:52-5894,itervar,,,dav,200,,,,,,,,,
General-0-20241024-07:45:52-5894,itervar,,,k,12,,,,,,,,,
General-0-20241024-07:45:52-5894,itervar,,,m,6,,,,,,,,,
General-0-20241024-07:45:52-5894,itervar,,,size,5,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,**.softwareUpdateSizeMB,5,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,**.erasureCodeK,12,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,**.erasureCodeM,6,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,**.numberDAV,200,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,**.numberCAV,300,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.man[*].appl.softwareUpdateSizeMB,softwareUpdateSizeMB,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[*].appl.softwareUpdateSizeMB,softwareUpdateSizeMB,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.delivery[*].appl.softwareUpdateSizeMB,softwareUpdateSizeMB,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.node[*].appl.softwareUpdateSizeMB,softwareUpdateSizeMB,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.man[*].appl.erasureCodeK,erasureCodeK,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.man[*].appl.erasureCodeM,erasureCodeM,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.playgroundSizeX,4000m,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.playgroundSizeY,4000m,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.playgroundSizeZ,50m,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.annotations.draw,true,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.obstacles.obstacles,"xmldoc(""config.xml"", ""//AnalogueModel[@type='SimpleObstacleShadowing']/obstacles"")",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.manager.updateInterval,1s,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.manager.host,"""localhost""",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.manager.port,9999,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.manager.autoShutdown,true,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.manager.launchConfig,"xmldoc(""erlangen.launchd.xml"")",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.manager.trafficLightModuleType,"""org.car2x.veins.nodes.TrafficLight""",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.manager.moduleType,"""deliveryType=org.car2x.veins.nodes.Car *=org.car2x.veins.nodes.Car""",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.manager.moduleName,"""deliveryType=delivery *=node""",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.tls[*].mobility.x,0,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.tls[*].mobility.y,0,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.tls[*].mobility.z,3,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.tls[*].applType,"""org.car2x.veins.modules.application.traci.TraCIDemoTrafficLightApp""",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.tls[*].logicType,"""org.car2x.veins.modules.world.traci.trafficLight.logics.TraCITrafficLightSimpleLogic""",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.man[0].mobility.x,3000,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.man[0].mobility.y,1200,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.man[0].mobility.z,3,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.man[*].applType,"""avswu.veins_avswu.AvswuManufacturer11p""",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.man[*].appl.headerLength,80 bit,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.man[*].appl.sendBeacons,false,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.man[*].appl.dataOnSch,false,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.man[*].appl.beaconInterval,1s,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.man[*].appl.beaconUserPriority,7,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.man[*].appl.dataUserPriority,5,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.man[*].nic.phy80211p.antennaOffsetZ,0 m,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[0].mobility.x,1700,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[0].mobility.y,1800,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[0].mobility.z,3,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[1].mobility.x,700,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[1].mobility.y,1000,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[1].mobility.z,3,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[2].mobility.x,1800,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[2].mobility.y,800,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[2].mobility.z,3,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[3].mobility.x,500,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[3].mobility.y,600,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[3].mobility.z,3,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[*].applType,"""avswu.veins_avswu.AvswuRSU11p""",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[*].appl.headerLength,80 bit,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[*].appl.sendBeacons,false,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[*].appl.dataOnSch,false,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[*].appl.beaconInterval,1s,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[*].appl.beaconUserPriority,7,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[*].appl.dataUserPriority,5,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.rsu[*].nic.phy80211p.antennaOffsetZ,0 m,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.connectionManager.sendDirect,true,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.connectionManager.maxInterfDist,2600m,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.connectionManager.drawMaxIntfDist,false,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.**.nic.mac1609_4.useServiceChannel,false,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.**.nic.mac1609_4.txPower,20mW,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.**.nic.mac1609_4.bitrate,6Mbps,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.**.nic.phy80211p.minPowerLevel,-110dBm,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.**.nic.phy80211p.useNoiseFloor,true,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.**.nic.phy80211p.noiseFloor,-98dBm,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.**.nic.phy80211p.decider,"xmldoc(""config.xml"")",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.**.nic.phy80211p.analogueModels,"xmldoc(""config.xml"")",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.**.nic.phy80211p.usePropagationDelay,true,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.**.nic.phy80211p.antenna,"xmldoc(""antenna.xml"", ""/root/Antenna[@id='monopole']"")",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.node[*].nic.phy80211p.antennaOffsetY,0 m,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.node[*].nic.phy80211p.antennaOffsetZ,1.895 m,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.delivery[*].applType,"""avswu.veins_avswu.AvswuDeliveryAV11p""",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.delivery[*].appl.headerLength,80 bit,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.delivery[*].appl.sendBeacons,false,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.delivery[*].appl.dataOnSch,false,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.delivery[*].appl.beaconInterval,1s,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.delivery[*].veinsmobility.x,0,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.delivery[*].veinsmobility.y,0,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.delivery[*].veinsmobility.z,0,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.delivery[*].veinsmobility.setHostSpeed,false,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.node[*].applType,"""avswu.veins_avswu.AvswuClientAV11p""",,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.node[*].appl.headerLength,80 bit,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.node[*].appl.sendBeacons,false,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.node[*].appl.dataOnSch,false,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.node[*].appl.beaconInterval,1s,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.node[*].veinsmobility.x,0,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.node[*].veinsmobility.y,0,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.node[*].veinsmobility.z,0,,,,,,,,,
General-0-20241024-07:45:52-5894,param,,,*.node[*].veinsmobility.setHostSpeed,false,,,,,,,,,
General-0-20241024-07:45:52-5894,scalar,AvswuScenario.delivery[0].appl,delivery_av_count,,,1,,,,,,,,
General-0-20241024-07:45:52-5894,scalar,AvswuScenario.delivery[1].appl,delivery_av_count,,,2,,,,,,,,
General-0-20241024-07:45:52-5894,scalar,AvswuScenario.delivery[2].appl,delivery_av_count,,,3,,,,,,,,
General-0-20241024-07:45:52-5894,scalar,AvswuScenario.delivery[3].appl,delivery_av_count,,,4,,,,,,,,
General-0-20241024-07:45:52-5894,scalar,AvswuScenario.delivery[4].appl,delivery_av_count,,,5,,,,,,,,
General-0-20241024-07:45:52-5894,scalar,AvswuScenario.delivery[5].appl,delivery_av_count,,,6,,,,,,,,
